id	kanji	kana	translation
5304	インスペクター	インスペクター	检查员，视察员，督学，监场员
5305	インセンス	インセンス	香，香气，奉承，恭维
5306	インタビュー	インタビュー	采访，访问，访问记
5307	インタフェロン	インタフェロン	干扰素
5308	インタロゲーションマーク	インタロゲーションマーク	问号
5309	インターカレッジ	インターカレッジ	大学校际比赛，校际运动会
5310	インターセプト	インターセプト	截夺，截球
5311	インターゾーン	インターゾーン	戴维斯杯的准决赛
5312	インターチェンジ	インターチェンジ	高速公路出入口
5313	インターナショナリズム	インターナショナリズム	国际主义
5314	インターナショナル	インターナショナル	国际，英特耐雄纳尔，国际歌
5315	インターハイ	インターハイ	高中校际比赛
5316	インターバル	インターバル	空隙，间隔，投球间隔，幕间休息
5317	インターバンクローン	インターバンクローン	银行间的贷款
5318	インターフェア	インターフェア	抵触，冲突，干涉，妨碍
5319	インターフォン	インターフォン	内线电话(机)，内部对讲电话机
5320	インターン	インターン	医科大学生毕业后在医院实习，实习医生，实习美容师
5321	インダクタンス	インダクタンス	电感，感应系数
5322	インダストリアルエンジニアリング	インダストリアルエンジニアリング	工业管理(学)
5323	インダストリアルデザイン	インダストリアルデザイン	工业设计，工业产品设计
5324	インダストリー	インダストリー	产业，工业
5325	インダミン	インダミン	吲达胺
5326	インダラ	インダラ	因陀罗，雷神
5327	インテグレーション	インテグレーション	结合统一，积分，整合(作用)
5328	インテリ	インテリ	知识分子，知识阶层
5329	インテリア	インテリア	室内装饰，室内用具
5330	インテリアデザイン	インテリアデザイン	室内设计
5331	インテリジェンス	インテリジェンス	知识，智力，智慧，消息
5332	インテル	インテル	隔铅，铅条
5333	インテルメッツォ	インテルメッツォ	插曲，间奏曲，短剧，幕间演出
5334	インディアペーパー	インディアペーパー	辞典纸，圣经纸，薄凸版纸
5335	インディアン	インディアン	印第安人
5336	インディアンざ	インディアンざ	印第安(星)座
5337	インディオ	インディオ	(南美丄中美的)印第安人
5338	インデックス	インデックス	索引，引得，指数，指标
5339	インデックスナンバー	インデックスナンバー	物价指数，指数
5340	インデックスレジスター	インデックスレジスター	指数寄存器，变址(数)寄存器
5341	インデン	インデン	茚
5342	イントネーション	イントネーション	声调，语调，抑扬
5343	イントロダクション	イントロダクション	引导，介绍，序言，绪论
5344	インドア	インドア	室内，屋内
5345	インドアリアンじんしゅ	インドアリアンじんしゅ	印度亚利安人种-
5346	インドキシル	インドキシル	吲鷥，吲哚酚
5347	インドゲルマンご	インドゲルマンご	印欧语-，印度日耳曼语-
5348	インドネシア	インドネシア	印度尼西亚
5349	インドフェニン	インドフェニン	靛吩咛
5350	インドロップ	インドロップ	内曲下坠球，内下曲球
5351	インドール	インドール	吲哚，氮(杂)茚
5352	インハイ	インハイ	内角高球
5353	インバネス	インバネス	长披风，无袖长外套
5354	インバーター	インバーター	变换器，变流器，变压器
5355	インパクト	インパクト	冲击，碰撞，强烈影响，球触球棒的瞬间冲击
5356	インパクトローン	インパクトローン	不规定用途的外币借款
5357	インパルス	インパルス	冲动，刺激，冲击，冲力
5358	インビテーション	インビテーション	招待，邀请，请帖，招待券
5359	インピーダンス	インピーダンス	阻抗
5360	インファイト	インファイト	接近战，贴近对打
5361	インフィールド	インフィールド	内场
5362	インフィールドフライ	インフィールドフライ	内场腾空球
5363	インフォメーション	インフォメーション	通知，情报，报告，传达室
5364	インフォメーションリトリーバル	インフォメーションリトリーバル	情报检索系统
5365	インフォーマル	インフォーマル	非正式的，不拘形式的，简略的，非正式的服装
5366	インフラストラクチャー	インフラストラクチャー	基础设施
5367	インフルエンザ	インフルエンザ	流行性感冒
5368	インフレーション	インフレーション	通货膨胀，通胀，物价上涨
5369	インプット	インプット	输入(量)，输入信号
5370	インプレッション	インプレッション	印象，感想
5371	インヘルノ	インヘルノ	地狱
5372	インベルターゼ	インベルターゼ	转化酶
5373	インベンション	インベンション	发明，小即兴曲，创意曲
5374	インベントリー	インベントリー	物品单，财产目录，盘存清单，盘货
5375	インベーダー	インベーダー	侵略者，星外入侵者
5376	インペラー	インペラー	叶轮，转子，涡轮
5377	インボイス	インボイス	发票，发单，装货清单
5378	インポテンツ	インポテンツ	阳痿
5379	インポート	インポート	进口，输入
5380	インロー	インロー	内角低球
5381	イーごうきん	イーごうきん	锌铝合金
5382	イーそう	イーそう	E电离层
5383	イーは	イーは	E型波
5384	イーイーカメラ	イーイーカメラ	电眼照相机，自动测光照相机
5385	イーキュー	イーキュー	教育指数，教育率
5386	イーグル	イーグル	鹰
5387	イーグルスカーナ	イーグルスカーナ	飞机雷达投弹瞄准器，扫掠装置
5388	イージー	イージー	容易，轻而易举，简便，简易
5389	イージーオーダー	イージーオーダー	半成品，看样订做
5390	イージーゴーイング	イージーゴーイング	懒散，偷懒，不肯努力，得过且过
5391	イージーペイメント	イージーペイメント	分期付款，按月付款
5392	イージーマネー	イージーマネー	来得容易的钱，低利资金
5393	イージーマネーポリシイ	イージーマネーポリシイ	金融缓和政策
5394	イースター	イースター	复活节
5395	イースト	イースト	酵母，酵母菌，酿母菌
5396	イーストマンカラー	イーストマンカラー	依斯特曼彩色胶片
5397	イーストンせき	イーストンせき	富镁黑云母
5398	イーゼル	イーゼル	画架
5399	イーピーレコード	イーピーレコード	慢速唱片，密纹唱片
5400	イーブン	イーブン	比分相等，拉平，平局
5401	イーブンパー	イーブンパー	满击数
5402	ウィッグ	ウィッグ	假发
5403	ウィルソンげんしょう	ウィルソンげんしょう	威尔逊现象
5404	ウィンザーマラソン	ウィンザーマラソン	温莎马拉松赛跑
5405	ウィーン	ウィーン	维也纳
5406	ウイグル	ウイグル	维吾尔族
5407	ウイスキー	ウイスキー	威士忌酒
5408	ウイット	ウイット	机智，打趣话，戏谑话，妙语
5409	ウイドー	ウイドー	寡妇
5410	ウイニング	ウイニング	获胜，决(定)胜(负)的
5411	ウイルス	ウイルス	病毒，滤过性病毒
5412	ウインカー	ウインカー	(汽车的)方向指示灯，闪光信号灯
5413	ウインク	ウインク	用一只眼睛眨眼示意，使眼色，送秋波，流眄
5414	ウイング	ウイング	翼，翅膀，舞台两侧的布景，(前锋的)两翼
5415	ウインター	ウインター	冬天，冬季
5416	ウインチ	ウインチ	起重机，卷扬机，起货机
5417	ウインチェスターじゅう	ウインチェスターじゅう	温切斯特式连发枪
5418	ウインドクラスト	ウインドクラスト	雪壳，硬雪面，风成雪壳
5419	ウインドサーフィン	ウインドサーフィン	帆板，帆板冲浪(运动)
5420	ウインドジャンパー	ウインドジャンパー	防风甲克
5421	ウインドブレーカー	ウインドブレーカー	防风短外衣
5422	ウインドラス	ウインドラス	小绞车，辘轳，起锚机
5423	ウインドローズ	ウインドローズ	风向图
5424	ウインドー	ウインドー	窗，橱窗，陈列窗
5425	ウインドーショッピング	ウインドーショッピング	浏览商店橱窗
5426	ウインドーボックス	ウインドーボックス	窗槛花箱
5427	ウインナコーヒー	ウインナコーヒー	维也纳咖啡，奶油咖啡
5428	ウインナソーセージ	ウインナソーセージ	维也纳香肠，细腊肠，小泥肠
5429	ウインナワルツ	ウインナワルツ	维也纳圆舞曲
5430	ウインブルドン	ウインブルドン	温伯尔登网球赛
5431	ウイーク	ウイーク	周，一星期
5432	ウイークエンド	ウイークエンド	周末，周末假期
5433	ウイークデー	ウイークデー	平日，周日，工作日
5434	ウイークポイント	ウイークポイント	弱点，要害，缺点
5435	ウイークリー	ウイークリー	周刊，周报
5436	ウイービング	ウイービング	下闪法，移动躲闪
5437	ウェスタ	ウェスタ	维斯太
5438	ウェーティングサークル	ウェーティングサークル	下次击球员的准备区
5439	ウェーティングルーム	ウェーティングルーム	等候室，候车室，候诊室
5440	ウェーデルン	ウェーデルン	双板平行小并步转弯
5441	ウェードしきローマじ	ウェードしきローマじ	韦式音标
5442	ウェーバーせん	ウェーバーせん	韦伯(分界)线
5443	ウェールズ	ウェールズ	威尔士
5444	ウエア	ウエア	衣着，衣服
5445	ウエス	ウエス	(擦机器用的)废棉纱头，破布
5446	ウエスキット	ウエスキット	紧身背心，女用短背心
5447	ウエスタ	ウエスタン	西部音乐，西部影片，西部戏剧
5448	ウエスタグリップ	ウエスタングリップ	西方式握拍法，横握拍法，打上旋球的正手握拍法
