word,phonetic,translation
cracking,'krækiŋ,"n. 裂解, 分解\na. 敏捷的, 很好的\nadv. 非常, 极其"
crackle,'krækl,"n. 劈啪响, 裂纹\nvi. (使)发劈啪声"
crackling,'krækliŋ,"n. 脆皮, 猪油渣"
cracklings,k'ræklɪŋz, 脆脂
crackpot,'krækpɒt,"a. 想入非非的, 不切实的\nn. 疯子, 怪人, 狂想家"
cradle,'kreidl,"n. 摇篮, 发祥地, 孩提时代\nvt. 放在摇篮内, 抚育\nvi. 刈割"
craft,kræft,"n. 技艺, 手艺, 诡计\nvt. 精心制作"
crafter,,n. 工匠；气泡孔；焊弧坑；手工者；针眼纸病
craftily,'kræftili,"adv. 狡猾地, 诡诈地, 熟练地"
craftiness,'kræftinis,"n. 狡猾, 巧妙, 熟练"
crafting,,n. 工艺；手工艺
craftsman,'kræftsmәn,"n. 工匠, 技工, 手艺人"
craftsmanship,,"n. 技术, 技艺"
craftsperson,"'krɑ:fts,p\\\\:sәn;'kræfts-","n. (不分性别用语)工匠, 手艺人"
craftswoman,"'krɑ:fts,wjmәn; 'kræfts-","n. 女工匠,女手艺人,女工艺师"
crafty,'kræfti,"a. 狡诈的, 诡计多端的, 巧妙的"
crag,kræg,"n. 峭壁, 危岩\n[建] 岩石碎块"
craggy,'kræ^i,"a. 多岩的, 崎岖的, 峻峭的, 多峭壁的"
cram,kræm,"vt. 塞满, 填满, 猛吃\nvi. 贪吃\nn. 极度拥挤, 死记硬背"
cramming,'kræmiŋ,"n. 塞满, 挤满, 填鸭式教学法"
cramp,kræmp,"n. 痉挛, 腹部绞痛, 铁夹钳\na. 狭窄的, 难认的\nvt. 使抽筋, 以铁箍扣紧, 束缚"
cramped,'kræmpt,"a. 狭窄的, 难懂的, 难辨的"
cramping,'kræmpiŋ,图象压缩
crampon,'kræmpәn,"n. 起重吊钩, 金属钩, 带钉铁的鞋底"
cranberry,'krænbәri,n. 越橘
crane,krein,"n. 鹤, 起重机\nvt. 伸颈, 起重机起吊\nvi. 伸颈看, 迟疑"
cranial,'kreiniәl,"a. 头盖的, 颅侧的\n[医] 颅的, 颅侧的"
craniofacial,",kreiniәj'feiʃәə",[医] 颅面的
craniotomy,",kreini'ɔtәmi","n. 颅骨切开术, 破头盖术\n[医] 颅骨切开术; 穿颅术"
cranium,'kreiniәm,"n. 颅, 头盖骨\n[医] 颅"
crank,kræŋk,"a. 不稳的, 脾气暴燥的, 易怒的\nn. 曲柄, 奇想\nvt. 装曲柄\nvi. 转动曲柄"
crankcase,'kræŋkkeis,n. 曲轴箱\n[建] 曲柄箱
crankiness,'kræŋkinis,"n. 狂妄, 偏执, 古怪"
crankshaft,'kræŋkʃæft,n. 曲轴\n[机] 曲柄轴
cranky,'kræŋki,"a. 古怪的, 暴躁的, 脾气坏的"
cranny,'kræni,"n. 裂缝, 裂隙"
crap,kræp,"n. 废物, 废话\nvi. 掷骰子"
crape,kreip,"n. 黑丧章, 绉纱\nvt. 用绉纱覆盖, 戴黑绉纱"
crappie,'kræpi,n. [动]刺盖太阳鱼属(Pomoxis)鱼
crappy,'kræpi,"a. <俚>蹩脚的, 没价值的, 讨厌的"
crapshoot,'kræpʃu:t,n. <美口>有风险的事业
crash,kræʃ,"n. 哗啦声, 猛撞, 崩溃, 粗布\nv. 撞碎, 破碎, (使)...坠毁\na. 速成的\n[计] 崩溃"
crashed,kræʃt,a. 失事的
crasher,'kræʃә,"n. 猛击, 不速之客"
crashing,'kræʃiŋ,"a. 猛撞的, 彻底的, 非凡的"
crashworthiness,k'ræʃwɜ:ðɪnəs,n. 防撞性; 适毁性
crashworthy,"'kræʃ,w\\\\:ði",a. 防撞的
crass,kræs,"a. 粗俗的, 愚钝的, 粗糙的, 非常的"
crassly,kræslɪ,"adv. 粗鲁地, 愚钝地"
crassness,'kræsnis,n. 愚钝；粗俗；极端
crate,kreit,"n. 板条箱, 装货箱\n[建] 篓, 筐"
crated,kreitid,v. 把…装入箱中( crate的过去式 )
crater,'kreitә,"n. 火山口, 环行山, 弹坑\n[化] 焊口; 火山石; 弧坑; 焰口"
cratered,k'reɪtərd,"a. 有坑洞的, 多坑的\nv. 火山口( crater的过去分词 ); 弹坑等"
cravat,krә'væt,"n. 领带, 围巾, 三角绷带\n[医] 三角布绷带"
crave,kreiv,"v. 渴望, 热望, 恳求"
craven,'kreivәn,"n. 懦夫, 怯懦者, 胆小鬼\na. 怯懦的, 畏缩的, 胆小的"
cravenly,'kreɪvnlɪ,adv. 胆小地; 懦弱地; 胆怯地
craving,'kreiviŋ,"n. 渴望, 热望\n[医] 瘾, 癖, 嗜欲"
craw,krɒ:,"n. 嗉囊, 嗉子, (低等动物的)胃"
crawdad,'krɔ:dæd,"n. (=crawfish)喇蛄(一种淡水小龙虾),<美>退缩者"
crawfish,'krɔ:fiʃ,"n. 蛄, 小龙虾\nvi. (美)(非正式)后退, 退却, 退缩"
crawl,krɒ:l,"n. 爬行, 匍匐而行, 养鱼池\nv. 爬行"
crawler,'krɔ:lә,"n. 爬行者, 蠕动的东西, 虱, (澳)马屁精, 奴颜婢膝的人, 婴儿的罩衣"
crawling,'krɔ:liŋ,[化] 收缩龟裂; 漆膜收缩龟裂; 表面涂布不匀
crawlspace,k'rɔ:lspeɪs," 慢行通过的空间, <美>（屋顶、地板下面）供电线或水管等通过的槽隙"
crawly,'krɒ:li,a. 悚然的
crayfish,'kreifiʃ,n. 小龙虾
crayon,'kreiәn,"n. 蜡笔, 蜡笔画\nvt. 以蜡笔作画"
craze,kreiz,"n. 狂热, 大流行\nv. (使)发狂, (使)开裂"
crazed,kreizd,a. 癫狂的；疯狂的
crazily,'kreizili,"adv. 发狂地, 疯子似地, 摇摇晃晃地"
craziness,'kreizinis,"n. 发狂, 狂热, 热中"
crazy,'kreizi,"a. 发狂的, 狂热的"
creak,kri:k,"n. 辗轧声, 嘎吱嘎吱声\nvi. 作辗轧声, 发出辗轧声"
creaking,kri:kɪŋ,v. （门）嘎吱作响( creak的现在分词 )
creaky,'kri:ki,a. 嘎吱嘎吱的
cream,kri:m,"n. 乳酪, 奶油, 面霜\n[医] 乳油, 乳皮; 乳膏, 霜"
creamed,,vt. 把…搅成糊状（或奶油状）混合物（cream的过去式与过去分词形式）
creamer,'kri:mә(r),"n. 分离奶油的器具, 盛奶油的器皿, 撇奶油用的薄盆子, 做奶油的人"
creamery,'kri:mәri,"n. 乳品厂, 乳制品商店\n[建] 乳油制造厂"
creaminess,'kri:minis,"n. 乳脂状, 含乳脂, 乳脂色"
creamware,'kri:mweә(r),n. 米色的陶器
creamy,'kri:mi,"a. 含乳脂的, 乳脂状的, 奶油色的\n[建] 含乳油的, 似乳油的"
crease,kri:s,"n. 皱痕, 折痕\nv. (使)起皱痕"
creased,,a. 有折痕的；有皱纹的
create,kri:'eit,"vt. 创造, 建造, 引起, 任命"
created,kri: 'eitid,"a. 创造的\n[电] 创造的, 建立的"
creatinine,kri:'ætini:n,n. 肌酸酐\n[化] 肌酸酐; 肌酸内酰胺
creation,kri:'eiʃәn,"n. 创造, 创作物, 发明\n[化] 产生"
creationism,kri:'eiʃәnizәm,"n. 创造宇宙说, 特别创造说"
creative,kri:'eitiv,"a. 有创造力的, 创作的, 产生的"
creatively,,adv. 创造性地；有创造力地
creativeness,,n. 创造性；才思
creativity,.kri:ei'tiviti,"n. 创造力, 创造性"
Creator,kri:'eitә(r),"n. 上帝, 创造者, 创作者"
creature,'kri:tʃә,"n. 人, 动物, 创造物, 生物"
creaturely,'kri:tʃәli,"a. 动物的, 生物的"
creche,kreiʃ,"n. (日间)托儿所, 育婴堂, 弃儿养育院, 基督诞生画\n[医] 托儿所"
credence,'kri:dәns,"n. 信任, 祭器台, 供桌, 凭证\n[法] 设计人, 创立人, 创设人"
credential,kri'denʃәl,"n. 国书, 凭据, 证明书\n[经] 凭证, 证书"
credentialed,,a. 授以证书的
credentialing,,证书
credenza,kri'denzә,"n. 餐具橱, 书柜"
credibility,.kredi'biliti,"n. 可信用, 确实性, 可靠\n[法] 证据能力, 可信程度, 确实性"
credible,'kredәbl,"a. 可信的, 可靠的\n[法] 可信的, 可靠的"
credibly,'kredәbli,"adv. 可信地, 确实有效地"
credit,'kredit,"n. 信用, 信任, 荣誉, 贷款, 学分\nvt. 归功于, 赞颂, 信任, 相信\n[计] 信用量"
creditability,.kreditә'biliti,"n. 可信性\n[经] 可信性, 可接受性"
creditable,'kreditәbl,"a. 可称誉的, 声誉好的, 可信的"
creditably,'kreditәbli,"adv. 美满地, 有名誉地, 不愧"
credited,,v. 相信；记入贷方（credit的过去式和过去分词）
creditor,'kreditә,"n. 债权人\n[法] 债权人, 债主, 贷方"
creditworthiness,'kredɪtwɜ:ðɪnəs,n. 商誉
creditworthy,,[法] 资信可靠的
credo,'kri:dәu,n. 信条
credulity,kri'dju:liti,"n. 易信, 轻信"
credulous,'kredʒulәs,"a. 轻信的, 易受骗的"
creed,kri:d,"n. 宗教信条, 教义, 纲领"
creedal,'kri:dәl,"a. [宗]信经的, 信条的, 教义的"
creek,kri:k,"n. 小溪, 小河, 小湾"
creel,kri:l,"n. 鱼篮, 粗纱架, 经轴架, 筒子架"
creep,kri:p,"n. 爬, 徐行, 蠕动\nvi. 爬, 蔓延, 潜行"
creeper,'kri:pә,n. 爬行者
creepiest,,a. 令人毛骨悚然的( creepy的最高级 ); 令人不寒而栗的; 怪异的; 离奇的（使人感到紧张）
creepiness,,毛骨悚然
creeping,'kri:piŋ,n. 爬行\na. 爬行的
creepy,'kri:pi,"a. 爬行的, 令人毛骨悚然的"
cremate,'kri:meit,"vt. 烧成灰, 火葬"
cremated,ˈkri:ˌmeɪtid,"v. 火葬, 火化（尸体）( cremate的过去式和过去分词 )"
cremation,kri'meiʃәn,"n. 烧, 火葬\n[医] 火葬"
crematorium,",kremә'tɔ:riәm","n. 焚尸炉, 火葬场\na. 火葬的"
crematory,'kremәtәri,"n. 火葬场, (尸体或垃圾的)焚化炉\na. 火葬的"
creme,,"n. 奶油调味液, 乳剂, 香甜的酒"
crenellated,ˈkrenəleɪtɪd,a. 有雉堞的
crenellation,,"n. 开枪眼的工事, 开枪眼的工程, 雉堞"
Creole,'kri:әul,"n. 克里奥耳人, 克里奥耳语, 克里奥耳人所讲的法语\na. 克里奥耳人的, 克里奥耳式法语的"
creolization,kri:әlai'zeiʃәn,"n. (语言的)克里奥耳化,混合"
creosote,'kriәsәut,n. 杂酚\nvt. 用杂酚处理
crepe,kreip,"n. 绉丝, 绉呢, 绉绸, 绉布, 绉线, 绉橡胶, 皱胶, 绉纸, 黑绉纱, 小而极薄的烤饼\n[化] 皱片"
crepuscular,kri'pʌskjulә,"a. 微光的, 黄昏的, 拂晓的\n[医] 黄昏的, 朦胧的"
crescendo,kri:'ʃendәu,n. 声音渐强
Crescent,'kresәnt,"n. 新月, 新月形(物)\na. 新月形的, 逐渐增加的"
cress,kres,n. 水芹
crest,krest,"n. 冠, 饰毛, 头盔的顶部\nvi. 到达绝顶\nvt. 加以顶饰"
crested,'krestid,"a. 有顶饰的, 有冠毛的, 有饰章的"
crestfallen,'krest.fɒ:lәn,"a. 垂头丧气的, 意气沮丧的, 气馁的"
cresting,'krestiŋ,n. [建]顶饰
cretaceous,kri'teiʃәs,"a. 白垩系的, 白垩纪的\nn. 白垩纪, 白垩系"
cretan,'kri:tәn,n. 克里特岛人
cretin,'kretin,"n. 呆小病患者\n[医] 呆小病者, 愚侏病者, 克汀病者"
cretinism,'kretinizm,"n. 白痴病, 呆小症\n[医] 呆小病, 愚侏病, 克汀病"
crevasse,kri'væs,"n. 裂缝, (堤、坝等的)决口, 崩溃处\nvt. 使有裂缝"
crevice,'krevis,n. 裂缝\n[医] 缝
crew,kru:,"n. 全体人员, 一群人, 全体队员\ncrow的过去式"
crewed,,vt. 当工作人员（crew的过去式与过去分词形式）
crewman,'kru:mәn,n. 机组乘员
crewmate,'kru:meit,"n. 同船工作之船员, 同机工作的机员"
crewmember,,n. 组员；船员水手；工作班人员
crib,krib,"n. 婴儿小床, 食槽, 蓄栏\nvi. 抄袭\nvt. 拘禁, 关入栅栏"
cribbage,'kribidʒ,n. 克里比奇牌戏
cribriform,'kribrifɒ:m,"a. 筛状的, 有小孔的\n[医] 筛状的, 多孔的"
crick,krik,"n. 肌肉抽筋, 急性硬直\nvt. 引起痉挛"
cricket,'krikit,"n. 蟋蟀, 板球"
cricketer,'krikitә,"n. 板球队员, 玩板球者"
cricoid,'kraikɒid,"a. 环状软骨的, 环状的\nn. 环状软骨"
crier,'kraiә,"n. 喊叫者, 哭泣者, 传呼员\n[法] 传呼员, 法警"
crikey,'kraiki,interj. 唉呀
crime,kraim,"n. 犯罪, 罪行, 罪恶\n[法] 犯罪, 罪, 罪恶"
crimean,krai'miәn,a. 克里米亚半岛的
criminal,'kriminәl,"n. 罪犯, 犯人, 刑事\na. 犯了罪的, 刑事的, 有罪的"
criminalist,'krɪmɪnəlɪst,"n. 刑事专家, 犯罪学者"
criminality,.krimi'næliti,"n. 犯罪, 有罪, 犯罪行为\n[法] 有罪, 犯罪行为, 犯罪性"
criminalization,,"[法] 定罪, 宣布犯有罪行"
criminalize,,"[法] 使有罪, 定罪"
criminally,,"[法] 刑法上, 犯罪上"
criminological,.kriminә'lɒdʒikl,"a. 犯罪学的\n[法] 刑事学的, 犯罪学的"
criminologist,.krimi'nɒlәdʒist,"n. 犯罪学学者\n[法] 刑事学家, 犯罪学家"
criminology,.krimi'nɒlәdʒi,"n. 犯罪学, 刑事学\n[医] 犯罪学"
crimp,krimp,"n. 诱人当兵的人, 拳曲, 鬈发\nvt. 诱...去当兵, 使拳曲, 使有褶"
crimped,krɪmpt,"a. 起皱褶的, 有波纹的\nv. 使（头发）卷曲, 把…压成褶子( crimp的过去式和过去分词 )"
crimson,'krimzәn,"n. 深红色\na. 深红色的\nv. (使)变为深红色, 脸红"
cringe,krindʒ,"n. 畏缩, 奉承\nvi. 畏缩, 抖缩, 阿谀"
cringing,,n. 奉承（的）
crinkle,'kriŋkl,"n. 皱, 波纹\nvt. 使皱, 使缩, 起皱\nvi. 皱, 拳曲"
crinkled,ˈkrɪŋkəld,"a. [医]皱的, 皱纹的, 卷曲的\nv. （使）起皱( crinkle的过去式和过去分词 )"
crinkly,'kriŋkli,"a. 起皱的, 绉褶多的, 蜷缩的"
crinoline,'krinәlin,n. 裙衬
criollo,kri:'әulәu,"n. 生长于拉丁美洲各国的人, 拉丁美洲繁殖的家畜"
cripes,'kraips,"int. <粗>[表示惊讶、烦恼、厌恶等]天哪,啊呀[""Christ!"" 的委婉语]"
cripple,'kripl,"n. 跛者, 残废\nvt. 使跛, 使成残废, 削弱\na. 跛的, 残废的"
crippled,'krɪpld,"a. 跛腿的, 残废的"
crippling,'kripliŋ,"(往复)曲折, 断裂, 临界的, 极限的"
crisis,'kraisis,"n. 危机, 危险期, 紧要关头\n[医] 危象; 骤退, 临界, 极期"
crisp,krisp,"a. 脆的, 新鲜的, 活泼的\nv. (使)烘脆, (使)拳曲, (使)起皱\nn. 松脆物"
crisped,k'rɪspt,v. （使）变脆( crisp的过去式和过去分词 )
crispier,ˈkrispiə,"a. 易碎的, 精神爽快的( crispy的比较级 )"
crisply,krɪsplɪ,"adv. 酥脆地, 爽快地"
crispness,krɪspnəs,"n. 易碎, 精神愉快"
crispy,'krispi,"a. 卷曲的, 松脆的, 易碎的, 干脆的, 干净利落的, 生气勃勃的"
crisscross,'kriskrɒs,n. 十字形\na. 十字形的\nadv. 十字形地\nvt. 画十字形于\nvi. 交叉往来
crisscrossed,"'krɪs,krɒs",n. 十字形；矛盾\na. 十字形的；交叉的\nvt. 画十字形于…；使…交叉成十字状\nvi. 交叉；交叉往来\nadv. 十字形地；十字交叉地
crit,krit,n. （核反应堆）保持一种自身支持的链式反应；暴击；评判
criteria,krai'tiәriә,pl. 标准\n[计] 条件
criterial,,a. criterion的变形
critic,'kritik,"n. 批评家, 鉴定家"
critical,'kritikәl,"a. 批评的, 决定性的, 危险的, 临界的\n[医] 危象的; 临界的, 极期的"
criticality,kriti'kæliti,[计] 危急程度
critically,'kritikәli,"adv. 批评性地, 审慎地, 精密地"
criticism,'kritisizm,"n. 批评, 评论, 非难\n[法] 批判, 批评, 评论"
criticize,'kritisaiz,"v. 批评, 吹毛求疵, 非难"
critique,kri'ti:k,"n. 评论文章, 评论"
critter,'kritә,n. [方][谑]家畜；马；牛；[贬]人
croak,krәuk,"n. 呱呱叫声, 哇哇声\nvi. 呱呱地叫, 发牢骚\nvt. 用嘶哑的声音说"
croaker,'krәukә,"n. 呱呱叫的动物, 黄花鱼, 预报凶事者, 发牢骚者, 鸣冤者, 悲观者"
croaking,krəʊkɪŋ,v. 呱呱地叫( croak的现在分词 ); 用粗的声音说
croaky,'krәuki,a. 哇哇叫的
croat,'krәuәt,n. 克罗地亚人；克罗地亚语
Croatian,krej'әiʃ(ә)n,"a. 克罗地亚的, 克罗地亚语的, 克罗地亚人的\nn. 克罗地亚人, 克罗地亚语"
croc,krɔk,n. <口>=crocodile
crochet,'krәuʃei,"n. 钩针编织品, 钩边\nv. 用钩针编织"
crocheted,krəʊˈʃeɪd,v. 用钩针编织( crochet的过去式和过去分词 )
crocheting,krəʊ'ʃeɪɪŋ,v. 用钩针编织( crochet的现在分词 ); 钩编
crock,krɒk,"n. 壶, 罐, 碎瓦片\nvt. 使受伤, 弄衰弱\nvi. 摩擦脱色, 衰竭"
crockery,'krɒkәri,"n. 陶器, 瓦器\n[化] 土器"
crockpot,'krɔkpɔt,n. 克罗克电锅(商标名)
crocodile,'krɒkәdail,n. 鳄鱼
crocodilian,.krɒkә'diliәn,"a. 鳄鱼的, 鳄鱼一样的\nn. 鳄目动物"
crocus,'krәukәs,"n. 番红花属, 番红花, 磨粉\n[医] 番红花属"
croft,krɒft,"n. 小田地, 小农场"
crofter,'krɒftә,n. 小农场中的佃农
croissant,krwә:'sɑ:nt,n. 羊角面包
crone,krәun,"n. 干瘪老太婆, 老母羊"
crony,'krәuni,"n. 密友, 亲密伙伴, 好朋友"
cronyism,'krәjniizəm,n. 任人唯亲
crook,kruk,"n. 钩, 弯曲部分, 坏蛋\nvt. 使弯曲, 诈骗\nvi. 弯曲"
crooked,'krukid,"a. 弯曲的, 歪的, 邪恶的"
crookedly,'krʊkɪdlɪ, 弯曲地
crookedness,k'rʊkɪdnəs, [医]弯曲
croon,kru:n,"v. 低声歌唱, 低唱, 低吟\nn. 低唱, 低吟, 轻哼"
crooner,'kru:nә(r),n. 低声哼唱伤感歌曲的歌手
crooning,kru:nɪŋ,v. 带感情地唱（古老的流行歌曲等）( croon的现在分词 ); 低声吟唱
crop,krɒp,"n. 农作物, 产量, 平头\nvt. 收割, 修剪, 种植\nvi. 收获\n[计] 裁剪"
cropland,'krɔplænd,[经] 农地
cropped,,a. 裁切不正的
cropper,'krɒpә,"n. 种植者, 农作物"
croquet,'krәukei,n. 槌球游戏\nvi. 贴击对方的球
croquette,krәu'ket,"n. 炸丸子, 炸肉饼"
crosier,'krәuʒә,n. 权杖
cross,krɒs,"n. 十字架, 十字架形物件, 交叉, 十字标, 交叉路, 磨难, 杂交\na. 生气的, 交叉的, 相反的\nv. 交叉, 横过, 越过\n[计] 交叉, 十字标"
crossbar,'krɒsbɑ:,"n. 闩, 横木, 球门的横木"
crossbeam,'krɒsbi:m,"n. 大梁, 横梁"
crossbow,'krɒsbәu,"n. 石弓, 弩"
crossbowman,'krɒs.bәumәn,n. 弩手
crossbreed,'krɒ:sbri:d,"n. 杂种\nv. 异种交配, 培育杂种, (使)杂交"
crosscurrent,'krɒs'kʌrәnt,"n. 逆流, 反对意见, 相反的趋势"
crosscut,'krɔskʌt,"vt.vi. 横切, 横穿\na. 横切的, 横穿的\nn. 剖面, 对角的小路, 捷径, 横穿的小路"
crossed,krɒst,"a. 十字的, 划掉的, 交叉的\n[计] 交叉的"
crossfire,'krɔsfaiә,"n. 交叉火力, 串报, 串扰电流\n[电] 交火"
crosshair,'krɔ:sheə," 十字准线, 瞄准线"
crosshairs,'krɔsheәz,"(瞄准镜)十字准线, 交叉丝, 瞄准器"
crosshatch,'krɒshætʃ,vt. 以交叉线作出阴影
crosshead,'krɒshed,"n. 小标题, 子题, 十字头\n[化] 十字头"
crossing,'krɒsiŋ,"n. 横越, 横渡, 交叉点, 渡口\n[经] 划线"
crossly,'krɒsli,"adv. 横地, 相反地, 故意为难地"
crossover,'krɒsәuvә,"n. 转到另一方, 天桥, 交叉\n[电] 交越"
crosspiece,'krɒspi:s,"n. 横木, 横档, 闩"
crossroad,'krɒsrәud,"n. 交叉路, 岔道, 十字路口"
crossroads,,"n. 十字路口, 交叉路口, 聚会的中心地点, (喻)需作抉择的重要关头, 紧要关头"
crosstalk,"'krɔs,tɔ:k","[计] 串扰, 串音, 串话"
crosswalk,'krɒswɒ:k,n. 行人穿越道
crosswind,'krɒswind,n. 侧风
crosswise,'krɒswaiz,"adv. 斜地, 成十字状地, 交叉地\n[机] 十字形向, 横向"
crossword,'krɔswә:d,"n. 纵横填字游戏, 纵横填字字谜\n[计] 纵横组字"
crotch,krɒtʃ,"n. 分叉处, 丫叉, 胯部"
crotchety,'krɒtʃiti,"a. 有怪想的, 反复无常的, 想入非非的"
croton,'krәutәn,n. 巴豆
crouch,'krautʃ,"n. 蹲伏, 蜷缩\nvi. 蹲下, 蜷着, 缩着\nvt. 低头"
crouched,krautʃt,"v. 屈膝, 蹲伏( crouch的过去式和过去分词 )"
crouching,,"vi. 蹲伏, 蜷缩（crouch的现在分词）"
croup,kru:p,"n. 哮吼, 四脚动物的臀部\n[医] 格鲁布, 哮吼"
croupier,'kru:piә,"n. (赌场上的)管理人, 副主持人"
crouton,'kru:tɔn,"n. 油煎碎面包片, 烤的碎面包片"
crow,krәu,"n. 啼叫, 乌鸦, 鸡鸣, 撬棍\nvi. 啼叫, 报晓"
crowbar,'krәjbɑ:(r),"n. 铁挺, 起货钩, 撬棍, 铁撬\n[计] 短路器"
crowd,kraud,"n. 群众, 一伙人\nvt. 拥挤, 挤满, 挤进"
crowded,'kraudid,"a. 拥挤的, 塞满的"
crowding,,"[计] 拥挤, 聚集"
crowing,krəuɪŋ,v. 公鸡啼鸣( crow的现在分词 ); （婴儿）欢叫; （尤指在其他人不成功时）扬扬自得地夸口; 自鸣得意
crown,kraun,"n. 王冠, 王权, 顶点\nvt. 使成王, 加冕, 居...之顶"
crowned,,"a. 戴王冠的, 象戴着王冠的, 有...帽顶的"
crowning,'krauniŋ,"a. 最高的, 无比的\n[医] 造冠术(牙); 儿头初露(分娩)"
cru,kru:,n. 酒的度数；（法国的）葡萄园
crucial,'kru:ʃәl,"a. 决定性的, 重要的, 严厉的\n[医] 十字形的; 决断的, 定局的"
crucially,ˈkru:ʃɪəlɪ,"adv. 至关重要地, 关键地"
crucible,'kru:sibl,"n. 坩锅, 严酷的考验\n[化] 坩埚"
cruciferous,,"a. 戴有十字架的, 饰有十字架的, 十字花科的"
crucified,ˈkru:səˌfaɪd,v. 把（某人）钉死在十字架上( crucify的过去式和过去分词 ); （尤指当众）折磨; 虐待; 迫害
crucifix,'kru:sifiks,n. 十字架
crucifixion,",krusi'fikʃәn","n. 在十字架上钉死的刑罚, 酷刑, 苦难, 折磨"
cruciform,'kru:sifɒ:m,a. 十字形的\n[医] 十字形的
crucify,'kru:sifai,vt. 十字架上钉死
crud,krʌd,n. 令人厌恶的人\n[机] 积垢
cruddy,'krʌdi,a. 透光不均匀的
crude,kru:d,"a. 天然的, 未成熟的, 粗糙的, 粗鲁的\nn. 天然的物质"
crudely,'kru:dli,"adv. 照自然状态, 未成熟地, 粗杂地"
crudeness,'kru:dnis,"n. 天然的状态, 未成熟, 生硬"
crudites,ˈkru:dɪteɪ,n. 蔬菜色拉
crudity,'kru:diti,"n. 简陋, 粗糙, 不成熟状态"
cruel,'kru:әl,"a. 残酷的, 令人极痛苦的\n[法] 残忍的, 残酷的"
cruelly,'kru:әli,"adv. 残忍地, 残酷地, 极"
cruelty,'kru:әlti,"n. 残酷, 野蛮, 残酷行为\n[法] 残酷, 残忍, 虐待"
cruet,'kru:it,n. 调味瓶
cruise,kru:z,"n. 巡航, 巡弋, 漫游\nv. 巡航, 巡弋, 漫游"
cruiser,'kru:zә,"n. 巡洋舰, 巡航飞机, 警察巡逻车"
cruiserweight,'kru:zәweit,"n. 轻重量级, 轻重量级拳击手"
cruller,'krʌlә,n. 油煎饼\n[建] 油煎饼
crumb,krʌm,"n. 碎屑, 面包屑, 少许\nvt. 捏碎, 弄碎"
crumble,'krʌmbl,"v. (使)粉碎, (使)成为碎屑, 瓦解, 崩溃, 败落"
crumbled,ˈkrʌmbld,"v. （把…）弄碎, （使）碎成细屑( crumble的过去式和过去分词 ); 衰落; 坍塌; 损坏"
crumbling,,v. 破碎；崩溃（crumble的ing形式）
crumbly,'krʌmbli,"a. 易碎的, 脆的"
crummy,'krʌmi,a. 丰满的
crumpet,'krʌmpit,"n. 烤面饼, 头\n[建] 松脆饼"
